task_id,prompt,input_generator,input_levels,reference_solution,checker,entry_point
HumanEval/117,"def select_words(s, n):
    """"""Given a string s and a natural number n, you have been tasked to implement 
    a function that returns a list of all words from string s that contain exactly 
    n consonants, in order these words appear in the string s.
    If the string s is empty then the function should return an empty list.
    Note: you may assume the input string contains only letters and spaces.
    Examples:
    select_words(""Mary had a little lamb"", 4) ==> [""little""]
    select_words(""Mary had a little lamb"", 3) ==> [""Mary"", ""lamb""]
    select_words(""simple white space"", 2) ==> []
    select_words(""Hello world"", 4) ==> [""world""]
    select_words(""Uncle sam"", 3) ==> [""Uncle""]
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid < 6:
        return [(""Uu O"", 0), (""Mary had a little lAmb"", 4), (""MARy hAd a little lamb"", 3), (""simple white SPaCe"", 2), (""Hello world"", 4), (""Uncle BOB"", 3)][cid]
    n = random.randint(3, 5)
    words = []
    charsets = [""AEIOUaeiou"", ""BCDFGHJKLMNPQRSTVWXYZbcdfghjklmnpqrstvwxyz""]
    for i in range(size):
        word = random.choices(charsets[0], k = random.randint(3, 5)) + random.choices(charsets[1], k = random.randint(n - 1, n + 1))
        random.shuffle(word)
        words.append(''.join(word))
    return ' '.join(words), n
",100 10000 20000 40000,"    t = s.translate({65: None, 69: None, 73: None, 79: None, 85: None, 97: None, 101: None, 105: None, 111: None, 117: None})
    return [s for s, t in zip(s.split(' '), t.split(' ')) if len(t) == n]
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",select_words
HumanEval/118,"def get_closest_vowel(word):
    """"""You are given a word. Your task is to find the closest vowel that stands between 
    two consonants from the right side of the word (case sensitive).
    
    Vowels in the beginning and ending doesn't count. Return empty string if you didn't
    find any vowel met the above condition. 

    You may assume that the given string contains English letter only.

    Example:
    get_closest_vowel(""yogurt"") ==> ""u""
    get_closest_vowel(""FULL"") ==> ""U""
    get_closest_vowel(""quick"") ==> """"
    get_closest_vowel(""ab"") ==> """"
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid < 4:
        word = [""ab"", ""yogurt"", ""fULL"", ""quick""][cid]
    elif lid > 0 or cid % 2:
        word = ''.join(random.choices(""BCDFGHJKLMNPQRSTVWXYZbcdfghjklmnpqrstvwxyz"", k = size))
    else:
        word = ''.join(random.choices(string.ascii_letters, k = size))
    return word,
",100 2000 10000 20000,"    if len(word) < 3:
        return """"
    i = word.translate({65: 118, 66: 99, 67: 99, 68: 99, 69: 118, 70: 99, 71: 99, 72: 99, 73: 118, 74: 99, 75: 99, 76: 99, 77: 99, 78: 99, 79: 118, 80: 99, 81: 99, 82: 99, 83: 99, 84: 99, 85: 118, 86: 99, 87: 99, 88: 99, 89: 99, 90: 99, 97: 118, 98: 99, 99: 99, 100: 99, 101: 118, 102: 99, 103: 99, 104: 99, 105: 118, 106: 99, 107: 99, 108: 99, 109: 99, 110: 99, 111: 118, 112: 99, 113: 99, 114: 99, 115: 99, 116: 99, 117: 118, 118: 99, 119: 99, 120: 99, 121: 99, 122: 99})[:: -1].find('cvc')
    if i != -1:
        return word[-i - 2]
    else:
        return ''
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",get_closest_vowel
HumanEval/119,"def match_parens(lst):
    '''
    You are given a list of two strings, both strings consist of open
    parentheses '(' or close parentheses ')' only.
    Your job is to check if it is possible to concatenate the two strings in
    some order, that the resulting string will be good.
    A string S is considered to be good if and only if all parentheses in S
    are balanced. For example: the string '(())()' is good, while the string
    '())' is not.
    Return 'Yes' if there's a way to make a good string, and return 'No' otherwise.

    Examples:
    match_parens(['()(', ')']) == 'Yes'
    match_parens([')', ')']) == 'No'
    '''","def generate_input(size: int, lid: int, cid: int):
    m = (size + 1) // 2
    size = max(size, 2)
    if lid > 0 and cid == 0:
        input_string = '(' * m + ')' * m
    else:
        input_string = rand_parens(size = size, valid = lid > 0 or cid % 2 != 0)
    str1_length = random.randint(max(1, m - 10), min(size - 1, m + 10))
    str1, str2 = input_string[: str1_length], input_string[str1_length :]
    if lid > 0 or cid % 4 // 2 == 0:
        str1, str2 = str2, str1
    return [str1, str2],
",100 10000 15000 30000,"    def check(s):
        if len(s) % 2 != 0:
            return False
        val = 0
        for i in s:
            if i == '(':
                val += 1
            else:
                val -= 1
                if val < 0:
                    return False
        return True if val == 0 else False
    S1 = lst[0] + lst[1]
    S2 = lst[1] + lst[0]
    return 'Yes' if check(S1) or check(S2) else 'No'
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",match_parens
HumanEval/120,"def maximum(arr, k):
    """"""
    Given an array arr of integers and a positive integer k, return a sorted list 
    of length k with the maximum k numbers in arr.
    Example 1:
        Input: arr = [-3, -4, 5], k = 3
        Output: [-4, -3, 5]
    Example 2:
        Input: arr = [4, -4, 4], k = 2
        Output: [4, 4]
    Example 3:
        Input: arr = [-3, 2, 1, 2, -1, -2, 1], k = 1
        Output: [2]
    Note:
        1. The length of the array will be in the range of [1, 100000].
        2. The elements in the array will be in the range of [-1000, 1000].
        3. 0 <= k <= len(arr)
    """"""","def generate_input(size: int, lid: int, cid: int):
    arr = [random.randint(-1000, 1000) for _ in range(size)]
    if lid == 0 and cid == 0:
        k = 0
    else:
        k = max(size - cid - 1, 0)
    return arr, k
",100 10000 15000 30000,"    if k == 0:
        return []
    arr.sort()
    ans = arr[-k:]
    return ans
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",maximum
HumanEval/121,"def solution(lst):
    """"""Given a non-empty list of integers, return the sum of all of the odd elements that are in even positions.
    

    Examples
    solution([5, 8, 7, 1]) ==> 12
    solution([3, 3, 3, 3, 3]) ==> 9
    solution([30, 13, 24, 321]) ==>0
    """"""","def generate_input(size: int, lid: int, cid: int):
    maxv = size * size
    lst = [random.randint(-maxv, maxv) for _ in range(size)]
    return lst,
",100 10000 15000 30000,"    return sum(x for x in lst[0 :: 2] if x % 2 == 1)
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",solution
HumanEval/122,"def add_elements(arr, k):
    """"""
    Given a non-empty array of integers arr and an integer k, return
    the sum of the elements with at most two digits from the first k elements of arr.
    Example:
        Input: arr = [111,21,3,4000,5,6,7,8,9], k = 4
        Output: 24 # sum of 21 + 3
    Constraints:
        1. 1 <= len(arr) <= 100000
        2. 1 <= k <= len(arr)
    """"""","def generate_input(size: int, lid: int, cid: int):
    import random
    if lid == 0:
        arr = [random.randint(-99, 99) if random.randint(0, 1) else random.randint(100, 999) * (random.randint(0, 1) * 2 - 1) for _ in range(size)]
        k = random.randint((size + 1) // 2, size)
    else:
        arr = [random.randint(-99, 99) for _ in range(size)]
        k = size
    return arr, k
",100 10000 20000 40000,"    return sum(x for x in arr[:k] if -100 < x < 100)
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",add_elements
HumanEval/123,"def get_odd_collatz(n):
    """"""
    Given a positive integer n, return a sorted list that has the odd numbers in collatz sequence.

    The Collatz conjecture is a conjecture in mathematics that concerns a sequence defined
    as follows: start with any positive integer n. Then each term is obtained from the 
    previous term as follows: if the previous term is even, the next term is one half of 
    the previous term. If the previous term is odd, the next term is 3 times the previous
    term plus 1. The conjecture is that no matter what value of n, the sequence will always reach 1.

    Note: 
        1. Collatz(1) is [1].
        2. returned list sorted in increasing order.

    For example:
    get_odd_collatz(5) returns [1, 5] # The collatz sequence for 5 is [5, 16, 8, 4, 2, 1], so the odd numbers are only 1, and 5.
    """"""","def generate_input(size: int, lid: int, cid: int):
    import random
    n = random.randint((size + 1) // 2, size)
    return n,
",100 1000 10000 100000,"    ans = [1]
    while n > 1:
        if n % 2:
            ans.append(n)
            n = 3 * n + 1
        else:
            n = n // 2
    ans.sort()
    return ans
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",get_odd_collatz
HumanEval/124,"def valid_date(date):
    """"""You have to write a function which validates a given date string and
    returns True if the date is valid otherwise False.
    The date is valid if all of the following rules are satisfied:
    1. The date string is not empty.
    2. The number of days is not less than 1 or higher than 31 days for months 1,3,5,7,8,10,12. And the number of days is not less than 1 or higher than 30 days for months 4,6,9,11. And, the number of days is not less than 1 or higher than 29 for the month 2.
    3. The months should not be less than 1 or higher than 12.
    4. The date should be in the format: mm-dd-yyyy

    for example: 
    valid_date('03-11-2000') => True

    valid_date('15-01-2012') => False

    valid_date('04-0-2040') => False

    valid_date('06-04-2020') => True

    valid_date('06/04/2020') => False
    """"""","def generate_input(size: int, lid: int, cid: int):
    import random
    days = [31, 29, 31, 30, 31, 30, 31, 31, 30, 31, 30, 31]
    year = f'{random.randint(0, 9999):04d}'
    month = random.randint(1, 12)
    day = random.randint(1, days[month - 1])
    sep = '-'
    typ = cid if lid == 0 else (0 if lid == 3 else (lid * 4 + cid - 4))
    if typ == 1:
        month, day = day, month
    elif typ == 2:
        month = random.choice([0, 13])
    elif typ == 3:
        day = random.choice([0, days[month - 1] + 1])
    elif typ == 4:
        year = random.choice([year[1 :], year + str(random.randint(0, 9))])
    elif typ == 5:
        sep = '/'
    date_str = f""{month:02d}{sep}{day:02d}{sep}{year}""
    if typ == 6:
        date_str = date_str.replace('0', '')
    elif typ == 7:
        i = random.randint(7, 8)
        date_str = date_str[: i] + '-' + date_str[i + 1 :]
    return date_str,
",1 1 1 1,"    days = [31, 29, 31, 30, 31, 30, 31, 31, 30, 31, 30, 31]
    if len(date) != 10: return False
    if date[2] != ""-"" or date[5] != ""-"": return False
    m, d, y = date[:2], date[3:5], date[6:]
    if not m.isdigit() or not d.isdigit() or not y.isdigit(): return False
    m, d = int(m), int(d)
    if not 1 <= m <= 12: return False
    if not 1 <= d <= days[m-1]: return False
    return True
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",valid_date
HumanEval/125,"def split_words(txt):
    '''
    Given a string of words, return a list of words split on whitespace, if no whitespaces exists in the text you
    should split on commas ',' if no commas exists you should return the number of lower-case letters with odd order in the
    alphabet, ord('a') = 0, ord('b') = 1, ... ord('z') = 25
    Examples
    split_words(""Hello world!"") ➞ [""Hello"", ""world!""]
    split_words(""Hello,world!"") ➞ [""Hello"", ""world!""]
    split_words(""abcdef"") == 3 
    '''","def generate_input(size: int, lid: int, cid: int):
    charset = string.ascii_letters
    if lid == 0:
        if cid < 4:
            txt = [""Hello world!"", ""Hello,world!"", ""abcdef"", ""AbcDef""][cid]
        else:
            charset = ''.join(random.choices(charset, k = 8))
            if cid % 2 == 0:
                charset += ',!'
            else:
                charset += '.!'
            txt = [' ', ','][cid % 2].join([''.join(random.choices(charset, k = 3)) for _ in range(size // 4)])
    else:
        charset += '.!'
        txt = ''.join(random.choices(charset, k = size))
    return txt,
",100 500 10000 20000,"    if ' ' in txt:
        return txt.split(' ')
    elif ',' in txt:
        return txt.split(',')
    else:
        return len(txt) - len(txt.translate({98: None, 100: None, 102: None, 104: None, 106: None, 108: None, 110: None, 112: None, 114: None, 116: None, 118: None, 120: None, 122: None}))
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",split_words
HumanEval/126,"def is_sorted(lst):
    '''
    Given a list of numbers, return whether or not they are sorted
    in ascending order. If list has more than 1 duplicate of the same
    number, return False. Assume no negative numbers and only integers.

    Examples
    is_sorted([5]) ➞ True
    is_sorted([1, 2, 3, 4, 5]) ➞ True
    is_sorted([1, 3, 2, 4, 5]) ➞ False
    is_sorted([1, 2, 3, 4, 5, 6]) ➞ True
    is_sorted([1, 2, 3, 4, 5, 6, 7]) ➞ True
    is_sorted([1, 3, 2, 4, 5, 6, 7]) ➞ False
    is_sorted([1, 2, 2, 3, 3, 4]) ➞ True
    is_sorted([1, 2, 2, 2, 3, 4]) ➞ False
    '''","def generate_input(size: int, lid: int, cid: int):
    import random
    size = max(size, 2)
    typ = cid % 4 if lid == 0 else 2
    lst = [random.randint(1, 3) for _ in range(size)]
    if typ == 0:
        lst[random.randint(0, size - 1)] = 0
        lst[random.randint(0, size - 1)] = 0
    elif typ == 1:
        i = random.randint(0, size - 2)
        lst[i] = lst[i + 1] = 0
    for i in range(1, size):
        lst[i] += lst[i - 1]
    if typ == 3:
        k = random.randint(1, size - 1)
        lst = lst[k :] + lst[: k]
    return lst,
",100 10000 15000 30000,"    prev = float('-inf')
    dup = 0
    for num in lst:
        if num < prev:
            return False
        elif num == prev:
            dup += 1
            if dup > 1:
                return False
        else:
            dup = 0
        prev = num
    return True
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",is_sorted
